Player,Salary,Salary Status Code,Salary Status Message,Year,Level,Is Top Player
"Garcia, Avisail",2100000,GOOD,Salary was parsed,2016,MLB,False
"Garcia, Greg",507500,GOOD,Salary was parsed,2016,MLB,False
"Garcia, Jaime",11500000,GOOD,Salary was parsed,2016,MLB,True
"Garcia, Jarlin",507500,GOOD,Salary was parsed,2016,MLB,False
"Garcia, Jason",507500,GOOD,Salary was parsed,2016,MLB,False
"Garcia, Leury",507500,GOOD,Salary was parsed,2016,MLB,False
"Garcia, Luis",507500,GOOD,Salary was parsed,2016,MLB,False
"Garcia, Willy",507500,GOOD,Salary was parsed,2016,MLB,False
"Garcia, Yimi",507500,GOOD,Salary was parsed,2016,MLB,False
"Gardeck, Ian",507500,GOOD,Salary was parsed,2016,MLB,False
"Gardner, Brett",13500000,GOOD,Salary was parsed,2016,MLB,True
"Garneau, Dustin",507500,GOOD,Salary was parsed,2016,MLB,False
"Garrett, Amir",507500,GOOD,Salary was parsed,2016,MLB,False
"Garza, Matt",12500000,GOOD,Salary was parsed,2016,MLB,True
"Gattis, Evan",3300000,GOOD,Salary was parsed,2016,MLB,False
"Gausman, Kevin",507500,GOOD,Salary was parsed,2016,MLB,False
"Gearrin, Cory",507500,GOOD,Salary was parsed,2016,MLB,False
"Geltz, Steve",507500,GOOD,Salary was parsed,2016,MLB,False
"Gennett, Scooter",507500,GOOD,Salary was parsed,2016,MLB,False
"Gentry, Craig",1000000,GOOD,Salary was parsed,2016,MLB,False
"Giavotella, Johnny",507500,GOOD,Salary was parsed,2016,MLB,False
"Gibson, Kyle",507500,GOOD,Salary was parsed,2016,MLB,False
"Giles, Ken",507500,GOOD,Salary was parsed,2016,MLB,False
"Gillespie, Cole",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Gilmartin, Sean",507500,GOOD,Salary was parsed,2016,MLB,False
"Gimenez, Chris",975000,GOOD,Salary was parsed,2016,MLB,False
"Givens, Mychal",507500,GOOD,Salary was parsed,2016,MLB,False
"Glasnow, Tyler",507500,GOOD,Salary was parsed,2016,MLB,False
"Godley, Zack",507500,GOOD,Salary was parsed,2016,MLB,False
"Goebbert, Jake",507500,GOOD,Salary was parsed,2016,MLB,False
"Goeddel, Erik",507500,GOOD,Salary was parsed,2016,MLB,False
"Goeddel, Tyler",507500,GOOD,Salary was parsed,2016,MLB,False
"Goforth, David",507500,GOOD,Salary was parsed,2016,MLB,False
"Goins, Ryan",507500,GOOD,Salary was parsed,2016,MLB,False
"Goldschmidt, Paul",5850000,GOOD,Salary was parsed,2016,MLB,False
"Gomes, Yan",2583333,GOOD,Salary was parsed,2016,MLB,False
"Gomez, Carlos",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Gomez, Jeanmar",1400000,GOOD,Salary was parsed,2016,MLB,False
"Gonzales, Marco",507500,GOOD,Salary was parsed,2016,MLB,False
"Gonzalez, Adrian",21857143,GOOD,Salary was parsed,2016,MLB,True
"Gonzalez, Alfredo",507500,GOOD,Salary was parsed,2016,MLB,False
"Gonzalez, Carlos",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Gonzalez, Chi Chi",507500,GOOD,Salary was parsed,2016,MLB,False
"Gonzalez, Erik",507500,GOOD,Salary was parsed,2016,MLB,False
"Gonzalez, Gio",12100000,GOOD,Salary was parsed,2016,MLB,True
"Gonzalez, Marwin",2000000,GOOD,Salary was parsed,2016,MLB,False
"Gonzalez, Miguel",5100000,GOOD,Salary was parsed,2016,MLB,False
"Gonzalez, Severino",507500,GOOD,Salary was parsed,2016,MLB,False
"Goodwin, Brian",507500,GOOD,Salary was parsed,2016,MLB,False
"Goody, Nick",507500,GOOD,Salary was parsed,2016,MLB,False
"Gordon, Alex",12000000,GOOD,Salary was parsed,2016,MLB,True
"Gordon, Dee",3300000,GOOD,Salary was parsed,2016,MLB,False
"Gore, Terrance",507500,GOOD,Salary was parsed,2016,MLB,False
"Gose, Anthony",507500,GOOD,Salary was parsed,2016,MLB,False
"Gosewisch, Tuffy",507500,GOOD,Salary was parsed,2016,MLB,False
"Gosselin, Phil",,NONE,No salary value was present,2016,MLB,False
"Gott, Trevor",507500,GOOD,Salary was parsed,2016,MLB,False
"Grace, Matt",507500,GOOD,Salary was parsed,2016,MLB,False
"Graham, J.R.",507500,GOOD,Salary was parsed,2016,MLB,False
"Grandal, Yasmani",2800000,GOOD,Salary was parsed,2016,MLB,False
"Granderson, Curtis",16000000,GOOD,Salary was parsed,2016,MLB,True
"Graveman, Kendall",507500,GOOD,Salary was parsed,2016,MLB,False
"Gray, Jonathan",507500,GOOD,Salary was parsed,2016,MLB,False
"Gray, Sonny",507500,GOOD,Salary was parsed,2016,MLB,False
"Greene, Shane",507500,GOOD,Salary was parsed,2016,MLB,False
"Gregerson, Luke",6250000,GOOD,Salary was parsed,2016,MLB,False
"Gregorio, Joan",507500,GOOD,Salary was parsed,2016,MLB,False
"Gregorius, Didi",2425000,GOOD,Salary was parsed,2016,MLB,False
"Greinke, Zack",34000000,GOOD,Salary was parsed,2016,MLB,True
"Grichuk, Randal",507500,GOOD,Salary was parsed,2016,MLB,False
"Grilli, Jason",3500000,GOOD,Salary was parsed,2016,MLB,False
"Grimm, Justin",1275000,GOOD,Salary was parsed,2016,MLB,False
"Gsellman, Robert",507500,GOOD,Salary was parsed,2016,MLB,False
"Guaipe, Mayckol",507500,GOOD,Salary was parsed,2016,MLB,False
"Guerra, Deolis",507500,GOOD,Salary was parsed,2016,MLB,False
"Guerra, Junior",507500,GOOD,Salary was parsed,2016,MLB,False
"Guerrero, Alexander",7500000,GOOD,Salary was parsed,2016,MLB,False
"Guerrero, Gabby",507500,GOOD,Salary was parsed,2016,MLB,False
"Guerrero, Tayron",507500,GOOD,Salary was parsed,2016,MLB,False
"Guerrieri, Taylor",,NONE,No salary value was present,2016,MLB,False
"Gustave, Jandel",507500,GOOD,Salary was parsed,2016,MLB,False
"Gutierrez, Franklin",1500000,GOOD,Salary was parsed,2016,MLB,False
"Guyer, Brandon",1185000,GOOD,Salary was parsed,2016,MLB,False
"Gyorko, Jedd",,NONE,No salary value was present,2016,MLB,False
"Hahn, Jesse",507500,GOOD,Salary was parsed,2016,MLB,False
"Hale, David",507500,GOOD,Salary was parsed,2016,MLB,False
"Haley, Trey",507500,GOOD,Salary was parsed,2016,MLB,False
"Hall, Cody",507500,GOOD,Salary was parsed,2016,MLB,False
"Hamels, Cole",23500000,GOOD,Salary was parsed,2016,MLB,True
"Hamilton, Billy",507500,GOOD,Salary was parsed,2016,MLB,False
"Hamilton, Josh",28410000,GOOD,Salary was parsed,2016,MLB,True
"Hammel, Jason",9000000,GOOD,Salary was parsed,2016,MLB,False
"Hand, Brad",507500,GOOD,Salary was parsed,2016,MLB,False
"Hanigan, Ryan",3700000,GOOD,Salary was parsed,2016,MLB,False
"Hanson, Alen",507500,GOOD,Salary was parsed,2016,MLB,False
"Happ, J.A.",10000000,GOOD,Salary was parsed,2016,MLB,True
"Hardy, Blaine",507500,GOOD,Salary was parsed,2016,MLB,False
"Hardy, J.J.",12500000,GOOD,Salary was parsed,2016,MLB,True
"Harper, Bryce",5000000,GOOD,Salary was parsed,2016,MLB,False
"Harris, Mitch",507500,GOOD,Salary was parsed,2016,MLB,False
"Harris, Will",507500,GOOD,Salary was parsed,2016,MLB,False
"Harrison, Josh",5250000,GOOD,Salary was parsed,2016,MLB,False
"Harrison, Matt",13200000,GOOD,Salary was parsed,2016,MLB,True
"Harvey, Matt",4325000,GOOD,Salary was parsed,2016,MLB,False
"Hatcher, Chris",1065000,GOOD,Salary was parsed,2016,MLB,False
"Headley, Chase",13000000,GOOD,Salary was parsed,2016,MLB,True
"Heaney, Andrew",507500,GOOD,Salary was parsed,2016,MLB,False
"Heathcott, Slade",507500,GOOD,Salary was parsed,2016,MLB,False
"Hechavarria, Adeiny",2625000,GOOD,Salary was parsed,2016,MLB,False
"Hedges, Austin",507500,GOOD,Salary was parsed,2016,MLB,False
"Hellickson, Jeremy",7000000,GOOD,Salary was parsed,2016,MLB,False
"Hembree, Heath",507500,GOOD,Salary was parsed,2016,MLB,False
"Hendricks, Kyle",507500,GOOD,Salary was parsed,2016,MLB,False
"Hendriks, Liam",507500,GOOD,Salary was parsed,2016,MLB,False
"Heredia, Guillermo",507500,GOOD,Salary was parsed,2016,MLB,False
"Hernandez, Cesar",507500,GOOD,Salary was parsed,2016,MLB,False
"Hernandez, David",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Hernandez, Enrique",507500,GOOD,Salary was parsed,2016,MLB,False
"Hernandez, Felix",25857143,GOOD,Salary was parsed,2016,MLB,True
"Hernandez, Marco",507500,GOOD,Salary was parsed,2016,MLB,False
"Hernandez, Oscar",507500,GOOD,Salary was parsed,2016,MLB,False
"Herrera, Dilson",507500,GOOD,Salary was parsed,2016,MLB,False
"Herrera, Kelvin",2550000,GOOD,Salary was parsed,2016,MLB,False
"Herrera, Odubel",507500,GOOD,Salary was parsed,2016,MLB,False
"Herrmann, Chris",507500,GOOD,Salary was parsed,2016,MLB,False
"Hessler, Keith",507500,GOOD,Salary was parsed,2016,MLB,False
"Heston, Chris",507500,GOOD,Salary was parsed,2016,MLB,False
"Heyward, Jason",17500000,GOOD,Salary was parsed,2016,MLB,True
"Hicks, Aaron",507500,GOOD,Salary was parsed,2016,MLB,False
"Hicks, John",507500,GOOD,Salary was parsed,2016,MLB,False
"Hill, Aaron",12000000,GOOD,Salary was parsed,2016,MLB,True
"Hill, Rich",6000000,GOOD,Salary was parsed,2016,MLB,False
"Hinojosa, Dalier",507500,GOOD,Salary was parsed,2016,MLB,False
"Hochevar, Luke",5500000,GOOD,Salary was parsed,2016,MLB,False
"Holaday, Bryan",507500,GOOD,Salary was parsed,2016,MLB,False
"Holdzkom, John",507500,GOOD,Salary was parsed,2016,MLB,False
"Holland, Derek",10000000,GOOD,Salary was parsed,2016,MLB,True
"Hollands, Mario",507500,GOOD,Salary was parsed,2016,MLB,False
"Holliday, Matt",17000000,GOOD,Salary was parsed,2016,MLB,True
"Holt, Brock",507500,GOOD,Salary was parsed,2016,MLB,False
"Holt, Tyler",507500,GOOD,Salary was parsed,2016,MLB,False
"Hoover, J.J.",1400000,GOOD,Salary was parsed,2016,MLB,False
"Hosmer, Eric",8250000,GOOD,Salary was parsed,2016,MLB,False
"House, T.J.",507500,GOOD,Salary was parsed,2016,MLB,False
"Houser, Adrian",507500,GOOD,Salary was parsed,2016,MLB,False
"Howard, Ryan",25000000,GOOD,Salary was parsed,2016,MLB,True
"Howell, J.P.",6250000,GOOD,Salary was parsed,2016,MLB,False
"Hudson, Daniel",2700000,GOOD,Salary was parsed,2016,MLB,False
"Hughes, Jared",2175000,GOOD,Salary was parsed,2016,MLB,False
"Hughes, Phil",9200000,GOOD,Salary was parsed,2016,MLB,False
"Hundley, Nick",3150000,GOOD,Salary was parsed,2016,MLB,False
"Hunter, Tommy",2000000,GOOD,Salary was parsed,2016,MLB,False
"Hutchison, Drew",2200000,GOOD,Salary was parsed,2016,MLB,False
"Iannetta, Chris",4250000,GOOD,Salary was parsed,2016,MLB,False
"Iglesias, Jose",2100000,GOOD,Salary was parsed,2016,MLB,False
"Iglesias, Raisel",3214286,GOOD,Salary was parsed,2016,MLB,False
"Inciarte, Ender",507500,GOOD,Salary was parsed,2016,MLB,False
"Infante, Omar",7750000,GOOD,Salary was parsed,2016,MLB,False
"Iwakuma, Hisashi",11000000,GOOD,Salary was parsed,2016,MLB,True
"Jackson, Austin",5000000,GOOD,Salary was parsed,2016,MLB,False
"Jackson, Edwin",13000000,GOOD,Salary was parsed,2016,MLB,True
"Jackson, Luke",507500,GOOD,Salary was parsed,2016,MLB,False
"Jankowski, Travis",507500,GOOD,Salary was parsed,2016,MLB,False
"Jansen, Kenley",10650000,GOOD,Salary was parsed,2016,MLB,True
"Jaso, John",4000000,GOOD,Salary was parsed,2016,MLB,False
"Jay, Jon",6850000,GOOD,Salary was parsed,2016,MLB,False
"Jeffress, Jeremy",507500,GOOD,Salary was parsed,2016,MLB,False
"Jenkins, Tyrell",507500,GOOD,Salary was parsed,2016,MLB,False
"Jennings, Dan",810000,GOOD,Salary was parsed,2016,MLB,False
"Jennings, Desmond",3300000,GOOD,Salary was parsed,2016,MLB,False
"Jepsen, Kevin",5312500,GOOD,Salary was parsed,2016,MLB,False
"Jerez, Williams",507500,GOOD,Salary was parsed,2016,MLB,False
"Jimenez, A.J.",507500,GOOD,Salary was parsed,2016,MLB,False
"Jimenez, Ubaldo",13000000,GOOD,Salary was parsed,2016,MLB,True
"Johnson, Brian",507500,GOOD,Salary was parsed,2016,MLB,False
"Johnson, Chris",7500000,GOOD,Salary was parsed,2016,MLB,False
"Johnson, Erik",507500,GOOD,Salary was parsed,2016,MLB,False
"Johnson, Jim",2500000,GOOD,Salary was parsed,2016,MLB,False
"Johnson, Kelly",2000000,GOOD,Salary was parsed,2016,MLB,False
"Johnson, Micah",507500,GOOD,Salary was parsed,2016,MLB,False
"Johnson, Pierce",507500,GOOD,Salary was parsed,2016,MLB,False
"Johnson, Stephen",507500,GOOD,Salary was parsed,2016,MLB,False
"Jokisch, Eric",507500,GOOD,Salary was parsed,2016,MLB,False
"Jones, Adam",16333333,GOOD,Salary was parsed,2016,MLB,True
"Jones, Chris",507500,GOOD,Salary was parsed,2016,MLB,False
"Jones, Nate",900000,GOOD,Salary was parsed,2016,MLB,False
"Jones, Zach",507500,GOOD,Salary was parsed,2016,MLB,False
"Jordan, Taylor",507500,GOOD,Salary was parsed,2016,MLB,False
"Joseph, Caleb",507500,GOOD,Salary was parsed,2016,MLB,False
"Jungmann, Taylor",507500,GOOD,Salary was parsed,2016,MLB,False
"Kahnle, Tommy",507500,GOOD,Salary was parsed,2016,MLB,False
"Kang, Jung-Ho",2500000,GOOD,Salary was parsed,2016,MLB,False
"Karns, Nate",507500,GOOD,Salary was parsed,2016,MLB,False
"Kazmir, Scott",12666667,GOOD,Salary was parsed,2016,MLB,True
"Kela, Keone",507500,GOOD,Salary was parsed,2016,MLB,False
"Kelley, Shawn",4000000,GOOD,Salary was parsed,2016,MLB,False
"Kelly, Casey",507500,GOOD,Salary was parsed,2016,MLB,False
"Kelly, Joe",2600000,GOOD,Salary was parsed,2016,MLB,False
"Kemp, Matt",21750000,GOOD,Salary was parsed,2016,MLB,True
"Kendrick, Howie",10000000,GOOD,Salary was parsed,2016,MLB,False
"Kennedy, Ian",7500000,GOOD,Salary was parsed,2016,MLB,False
"Kepler, Max",507500,GOOD,Salary was parsed,2016,MLB,False
"Kershaw, Clayton",34571429,GOOD,Salary was parsed,2016,MLB,True
"Keuchel, Dallas",7250000,GOOD,Salary was parsed,2016,MLB,False
"Kieboom, Spencer",507500,GOOD,Salary was parsed,2016,MLB,False
"Kiekhefer, Dean",507500,GOOD,Salary was parsed,2016,MLB,False
"Kiermaier, Kevin",507500,GOOD,Salary was parsed,2016,MLB,False
"Kim, Hyun-soo",2800000,GOOD,Salary was parsed,2016,MLB,False
"Kimbrel, Craig",11250000,GOOD,Salary was parsed,2016,MLB,True
"Kingham, Nick",507500,GOOD,Salary was parsed,2016,MLB,False
"Kinsler, Ian",14000000,GOOD,Salary was parsed,2016,MLB,True
"Kipnis, Jason",6166667,GOOD,Salary was parsed,2016,MLB,False
"Kivlehan, Patrick",507500,GOOD,Salary was parsed,2016,MLB,False
"Klein, Phil",507500,GOOD,Salary was parsed,2016,MLB,False
"Kluber, Corey",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Knebel, Corey",507500,GOOD,Salary was parsed,2016,MLB,False
"Koch, Matt",507500,GOOD,Salary was parsed,2016,MLB,False
"Koehler, Tom",3500000,GOOD,Salary was parsed,2016,MLB,False
"Kontos, George",1150000,GOOD,Salary was parsed,2016,MLB,False
"Krol, Ian",507500,GOOD,Salary was parsed,2016,MLB,False
"Kubitza, Kyle",507500,GOOD,Salary was parsed,2016,MLB,False
"La Stella, Tommy",507500,GOOD,Salary was parsed,2016,MLB,False
"Labourt, Jairo",507500,GOOD,Salary was parsed,2016,MLB,False
"Lackey, John",16000000,GOOD,Salary was parsed,2016,MLB,True
"Ladendorf, Tyler",507500,GOOD,Salary was parsed,2016,MLB,False
"Lagares, Juan",2500000,GOOD,Salary was parsed,2016,MLB,False
"Lake, Junior",507500,GOOD,Salary was parsed,2016,MLB,False
"Lamb, Jake",507500,GOOD,Salary was parsed,2016,MLB,False
"Lamb, John",507500,GOOD,Salary was parsed,2016,MLB,False
"Lambo, Andrew",507500,GOOD,Salary was parsed,2016,MLB,False
"Landa, Yorman",507500,GOOD,Salary was parsed,2016,MLB,False
"LaRoche, Adam",13000000,GOOD,Salary was parsed,2016,MLB,True
"Latos, Mat",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Law, Derek",507500,GOOD,Salary was parsed,2016,MLB,False
"Lawrie, Brett",4125000,GOOD,Salary was parsed,2016,MLB,False
"Layne, Tommy",507500,GOOD,Salary was parsed,2016,MLB,False
"Lazo, Raudel",507500,GOOD,Salary was parsed,2016,MLB,False
"Leake, Mike",12000000,GOOD,Salary was parsed,2016,MLB,True
"Leclerc, Jose",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Lee, Chris",507500,GOOD,Salary was parsed,2016,MLB,False
"Lee, Nick",507500,GOOD,Salary was parsed,2016,MLB,False
"Lee, Zach",507500,GOOD,Salary was parsed,2016,MLB,False
"LeMahieu, D.J.",3000000,GOOD,Salary was parsed,2016,MLB,False
"Leon, Arnold",507500,GOOD,Salary was parsed,2016,MLB,False
"Leone, Dominic",507500,GOOD,Salary was parsed,2016,MLB,False
"Lester, Jon",25000000,GOOD,Salary was parsed,2016,MLB,True
"Lewis, Colby",6000000,GOOD,Salary was parsed,2016,MLB,False
"Liberatore, Adam",507500,GOOD,Salary was parsed,2016,MLB,False
"Light, Pat",,NONE,No salary value was present,2016,MLB,False
"Lind, Adam",8000000,GOOD,Salary was parsed,2016,MLB,False
"Lindgren, Jacob",507500,GOOD,Salary was parsed,2016,MLB,False
"Lindor, Francisco",507500,GOOD,Salary was parsed,2016,MLB,False
"Liriano, Francisco",13666667,GOOD,Salary was parsed,2016,MLB,True
"Liriano, Rymer",507500,GOOD,Salary was parsed,2016,MLB,False
"Lobaton, Jose",1387500,GOOD,Salary was parsed,2016,MLB,False
"Lobstein, Kyle",507500,GOOD,Salary was parsed,2016,MLB,False
"Locke, Jeff",3025000,GOOD,Salary was parsed,2016,MLB,False
"Logan, Boone",6250000,GOOD,Salary was parsed,2016,MLB,False
"Loney, James",9666667,GOOD,Salary was parsed,2016,MLB,False
"Longoria, Evan",12100000,GOOD,Salary was parsed,2016,MLB,True
"Lopez, Javier",5000000,GOOD,Salary was parsed,2016,MLB,False
"Lopez, Jorge",507500,GOOD,Salary was parsed,2016,MLB,False
"Lorenzen, Michael",507500,GOOD,Salary was parsed,2016,MLB,False
"Loup, Aaron",1050000,GOOD,Salary was parsed,2016,MLB,False
"Lowe, Mark",5500000,GOOD,Salary was parsed,2016,MLB,False
"Lowrie, Jed",7500000,GOOD,Salary was parsed,2016,MLB,False
"Lucroy, Jonathan",4350000,GOOD,Salary was parsed,2016,MLB,False
"Lugo, Seth",507500,GOOD,Salary was parsed,2016,MLB,False
"Lyles, Jordan",2975000,GOOD,Salary was parsed,2016,MLB,False
"Lynn, Lance",7500000,GOOD,Salary was parsed,2016,MLB,False
"Lyons, Tyler",507500,GOOD,Salary was parsed,2016,MLB,False
"Machado, Dixon",507500,GOOD,Salary was parsed,2016,MLB,False
"Machado, Manny",5000000,GOOD,Salary was parsed,2016,MLB,False
"Madson, Ryan",6666667,GOOD,Salary was parsed,2016,MLB,False
"Maeda, Kenta",3125000,GOOD,Salary was parsed,2016,MLB,False
"Magnifico, Damien",507500,GOOD,Salary was parsed,2016,MLB,False
"Mahtook, Mikie",507500,GOOD,Salary was parsed,2016,MLB,False
"Maile, Luke",507500,GOOD,Salary was parsed,2016,MLB,False
"Maldonado, Martin",1125000,GOOD,Salary was parsed,2016,MLB,False
"Maness, Seth",1400000,GOOD,Salary was parsed,2016,MLB,False
"Manship, Jeff",760000,GOOD,Salary was parsed,2016,MLB,False
"Margot, Manuel",507500,GOOD,Salary was parsed,2016,MLB,False
"Mariot, Michael",507500,GOOD,Salary was parsed,2016,MLB,False
"Marisnick, Jake",507500,GOOD,Salary was parsed,2016,MLB,False
"Markakis, Nick",11000000,GOOD,Salary was parsed,2016,MLB,True
"Marksberry, Matt",507500,GOOD,Salary was parsed,2016,MLB,False
"Marquez, German",507500,GOOD,Salary was parsed,2016,MLB,False
"Marrero, Deven",507500,GOOD,Salary was parsed,2016,MLB,False
"Marshall, Evan",507500,GOOD,Salary was parsed,2016,MLB,False
"Marte, Jefry",507500,GOOD,Salary was parsed,2016,MLB,False
"Marte, Ketel",507500,GOOD,Salary was parsed,2016,MLB,False
"Marte, Starling",3333333,GOOD,Salary was parsed,2016,MLB,False
"Martin, Cody",507500,GOOD,Salary was parsed,2016,MLB,False
"Martin, Josh",507500,GOOD,Salary was parsed,2016,MLB,False
"Martin, Leonys",4150000,GOOD,Salary was parsed,2016,MLB,False
"Martin, Rafael",507500,GOOD,Salary was parsed,2016,MLB,False
"Martin, Russell",15000000,GOOD,Salary was parsed,2016,MLB,True
"Martinez, Carlos",507500,GOOD,Salary was parsed,2016,MLB,False
"Martinez, J.D.",6750000,GOOD,Salary was parsed,2016,MLB,False
"Martinez, Jose",507500,GOOD,Salary was parsed,2016,MLB,False
"Martinez, Nick",519190,GOOD,Salary was parsed,2016,MLB,False
"Martinez, Victor",18000000,GOOD,Salary was parsed,2016,MLB,True
"Mathis, Jeff",1500000,GOOD,Salary was parsed,2016,MLB,False
"Matusz, Brian",3900000,GOOD,Salary was parsed,2016,MLB,False
"Matz, Steven",507500,GOOD,Salary was parsed,2016,MLB,False
"Matzek, Tyler",507500,GOOD,Salary was parsed,2016,MLB,False
"Mauer, Joe",23000000,GOOD,Salary was parsed,2016,MLB,True
"Maurer, Brandon",507500,GOOD,Salary was parsed,2016,MLB,False
"May, Trevor",507500,GOOD,Salary was parsed,2016,MLB,False
"Maybin, Cameron",8100000,GOOD,Salary was parsed,2016,MLB,False
"Mazara, Nomar",507500,GOOD,Salary was parsed,2016,MLB,False
"Mazzoni, Cory",507500,GOOD,Salary was parsed,2016,MLB,False
"McAllister, Zach",1300000,GOOD,Salary was parsed,2016,MLB,False
"McCann, Brian",17000000,GOOD,Salary was parsed,2016,MLB,True
"McCann, James",507500,GOOD,Salary was parsed,2016,MLB,False
"McCarthy, Brandon",12500000,GOOD,Salary was parsed,2016,MLB,True
"McCullers Jr., Lance",507500,GOOD,Salary was parsed,2016,MLB,False
"McCutchen, Andrew",13208333,GOOD,Salary was parsed,2016,MLB,True
"McFarland, Blake",507500,GOOD,Salary was parsed,2016,MLB,False
"McFarland, T.J.",507500,GOOD,Salary was parsed,2016,MLB,False
"McGee, Jake",4800000,GOOD,Salary was parsed,2016,MLB,False
"McGough, Scott",507500,GOOD,Salary was parsed,2016,MLB,False
"McHugh, Collin",507500,GOOD,Salary was parsed,2016,MLB,False
"McKirahan, Andrew",507500,GOOD,Salary was parsed,2016,MLB,False
"Medlen, Kris",5500000,GOOD,Salary was parsed,2016,MLB,False
"Mejia, Adalberto",507500,GOOD,Salary was parsed,2016,MLB,False
"Mejia, Jenrry",2470000,GOOD,Salary was parsed,2016,MLB,False
"Melancon, Mark",,NONE,No salary value was present,2016,MLB,False
"Melotakis, Mason",507500,GOOD,Salary was parsed,2016,MLB,False
"Mendez, Yohander",507500,GOOD,Salary was parsed,2016,MLB,False
"Mercer, Jordy",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Merritt, Ryan",507500,GOOD,Salary was parsed,2016,MLB,False
"Mesoraco, Devin",5025000,GOOD,Salary was parsed,2016,MLB,False
"Meyer, Alex",507500,GOOD,Salary was parsed,2016,MLB,False
"Miley, Wade",6166667,GOOD,Salary was parsed,2016,MLB,False
"Miller, Andrew",9000000,GOOD,Salary was parsed,2016,MLB,False
"Miller, Brad",507500,GOOD,Salary was parsed,2016,MLB,False
"Miller, Justin",507500,GOOD,Salary was parsed,2016,MLB,False
"Miller, Shelby",4350000,GOOD,Salary was parsed,2016,MLB,False
"Mills, Alec",507500,GOOD,Salary was parsed,2016,MLB,False
"Milone, Tom",4500000,GOOD,Salary was parsed,2016,MLB,False
"Minaya, Juan",507500,GOOD,Salary was parsed,2016,MLB,False
"Minor, Mike",2000000,GOOD,Salary was parsed,2016,MLB,False
"Mitchell, Bryan",507500,GOOD,Salary was parsed,2016,MLB,False
"Molina, Yadier",14200000,GOOD,Salary was parsed,2016,MLB,True
"Mondesi, Raul Adalberto",507500,GOOD,Salary was parsed,2016,MLB,False
"Montas, Frankie",507500,GOOD,Salary was parsed,2016,MLB,False
"Montero, Jesus",507500,GOOD,Salary was parsed,2016,MLB,False
"Montero, Miguel",14000000,GOOD,Salary was parsed,2016,MLB,True
"Montero, Rafael",507500,GOOD,Salary was parsed,2016,MLB,False
"Montgomery, Mike",507500,GOOD,Salary was parsed,2016,MLB,False
"Moore, Matt",5100000,GOOD,Salary was parsed,2016,MLB,False
"Moore, Tyler",900000,GOOD,Salary was parsed,2016,MLB,False
"Morales, Kendrys",9000000,GOOD,Salary was parsed,2016,MLB,False
"Moreland, Mitch",5700000,GOOD,Salary was parsed,2016,MLB,False
"Morgan, Adam",507500,GOOD,Salary was parsed,2016,MLB,False
"Morimando, Shawn",507500,GOOD,Salary was parsed,2016,MLB,False
"Morin, Mike",507500,GOOD,Salary was parsed,2016,MLB,False
"Moroff, Max",507500,GOOD,Salary was parsed,2016,MLB,False
"Morris, Akeel",507500,GOOD,Salary was parsed,2016,MLB,False
"Morris, Bryan",1350000,GOOD,Salary was parsed,2016,MLB,False
"Morrison, Logan",4200000,GOOD,Salary was parsed,2016,MLB,False
"Morse, Michael",8500000,GOOD,Salary was parsed,2016,MLB,False
"Morton, Charlie",8000000,GOOD,Salary was parsed,2016,MLB,False
"Moscot, Jon",507500,GOOD,Salary was parsed,2016,MLB,False
"Moss, Brandon",8250000,GOOD,Salary was parsed,2016,MLB,False
"Motte, Jason",5000000,GOOD,Salary was parsed,2016,MLB,False
"Motter, Taylor",507500,GOOD,Salary was parsed,2016,MLB,False
"Moustakas, Mike",no salary data,NO_SALARY_DATA,'no salary data' was present for the value,2016,MLB,False
"Moya, Steven",507500,GOOD,Salary was parsed,2016,MLB,False
"Muncy, Max",507500,GOOD,Salary was parsed,2016,MLB,False
"Murphy, Daniel",8000000,GOOD,Salary was parsed,2016,MLB,False
"Murphy, John Ryan",507500,GOOD,Salary was parsed,2016,MLB,False
"Murphy, Tom",507500,GOOD,Salary was parsed,2016,MLB,False
"Murray, Colton",507500,GOOD,Salary was parsed,2016,MLB,False
"Musgrove, Joe",507500,GOOD,Salary was parsed,2016,MLB,False
"Myers, Wil",507500,GOOD,Salary was parsed,2016,MLB,False
"Napoli, Mike",7000000,GOOD,Salary was parsed,2016,MLB,False
"Naquin, Taylor",507500,GOOD,Salary was parsed,2016,MLB,False
"Nava, Daniel",1375000,GOOD,Salary was parsed,2016,MLB,False
"Navarro, Dioner",4000000,GOOD,Salary was parsed,2016,MLB,False
"Navarro, Rey",507500,GOOD,Salary was parsed,2016,MLB,False
"Nelson, Jimmy",507500,GOOD,Salary was parsed,2016,MLB,False
"Neris, Hector",507500,GOOD,Salary was parsed,2016,MLB,False
"Nesbitt, Angel",507500,GOOD,Salary was parsed,2016,MLB,False
"Neshek, Pat",6500000,GOOD,Salary was parsed,2016,MLB,False
